Section,Row,Index
0190,"OF WHICH: MINORITY INTERESTS
Article 81 CRR
This column shall only be reported for subsidiaries that are fully consolidated and that are institutions, except for the subsidiaries referred to in Article 84(3) CRR. Each subsidiary shall be considered on a sub-consolidated basis for all the calculations required by Article 84 CRR, where relevant, in accordance with Article 84(2), otherwise on a solo basis.
Minority interests are, for the subsidiaries specified above, the CET1 instruments (plus related retained earnings and share premium accounts) owned by persons other than the undertakings included in the CRR consolidation.
The amount to be reported shall include the effects of any transitional provisions. It shall be the eligible amount on the date of reporting.",398
0200,"RELATED OWN FUNDS INSTRUMENTS, RELATED RETAINED EARNINGS, SHARE PREMIUM ACCOUNTS AND OTHER RESERVES
Point (b) of Article 84(1) CRR",399
0210,"ADDITIONAL TIER 1 CAPITAL
Article 61 CRR",400
0220,"OF WHICH: QUALIFYING ADDITIONAL TIER 1 CAPITAL
Articles 82 and 83 CRR
This column shall only be provided for the subsidiaries that are fully consolidated and that are institutions, except for the subsidiaries referred to in Article 85(2) CRR. Each subsidiary shall be considered on a sub-consolidated basis for all the calculations required in Article 85 CRR, where relevant, in accordance with Article 85(2), otherwise on a solo basis.
Minority interests are, for the subsidiaries specified above, the AT1 instruments (plus related retained earnings and share premium accounts) owned by persons other than the undertakings included in the CRR consolidation.
The amount to be reported shall include the effects of any transitional provisions. It shall be the eligible amount on the date of reporting.",401
0230,"TIER 2 CAPITAL
Article 71 CRR",402
0240,"OF WHICH: QUALIFYING TIER 2 CAPITAL
Articles 82 and 83 CRR
This column shall only be provided for the subsidiaries that are fully consolidated and that are institutions, except for subsidiaries referred to in Article 87(2) CRR. Each subsidiary shall be considered on a sub-consolidated basis for the purpose of all the calculations required in Article 87 CRR, if relevant, in accordance with Article 87(2) CRR, otherwise on a solo basis. 
Minority interests are, for the subsidiaries specified above, the T2 instruments (plus related retained earnings and share premium accounts) owned by persons other than the undertakings included in the CRR consolidation.
The amount to be reported shall include the effects of any transitional provisions. It shall be the eligible amount on the reference date.",403
0250-0400,INFORMATION ON THE CONTRIBUTION OF ENTITIES TO SOLVENCY OF THE GROUP,404
0250-0290,"CONTRIBUTION TO RISKS
The information reported in the following columns shall be in accordance with the solvency rules applicable to the reporting institution.",405
0250,"TOTAL RISK EXPOSURE AMOUNT
The sum of the columns 0260 to 0290 shall be reported.",406
0260,"CREDIT; COUNTERPARTY CREDIT; DILUTION RISKS, FREE DELIVERIES AND SETTLEMENT/DELIVERY RISK
The amount to be reported shall be the risk weighted exposure amounts for credit risk and own funds requirements of settlement/delivery risk in accordance with the CRR, excluding any amount related to transactions with other entities included in the group consolidated solvency ratio computation.",407
0270,"POSITION, FX AND COMMODITY RISKS
Risk exposure amounts for market risks are to be computed at each entity level in accordance with the CRR. Entities shall report the contribution to the total risk exposure amounts for position, FX and commodity risk of the group. The sum of amounts reported here shall correspond to the amount reported in row 0520 “TOTAL RISK EXPOSURE AMOUNTS FOR POSITION, FOREIGN EXCHANGE AND COMMODITY RISKS” of the consolidated report.",408
0280,"OPERATIONAL RISK
In case of AMA, the reported risk exposure amounts for operational risk shall include the effect of diversification.
Fixed overheads shall be included in this column.",409
0290,"OTHER RISK EXPOSURE AMOUNTS
The amount to be reported in this column shall correspond to the risk exposure amount for risks other than listed above.",410
0300-0400,"CONTRIBUTION TO OWN FUNDS
This part of the template is not intended to impose on institutions a full computation of the total capital ratio at the level of each entity. 
Columns 0300 to 0350 shall be reported for those consolidated entities which contribute to own funds by minority interest, qualifying Tier 1 capital or qualifying own funds. Subject to the threshold referred to in the last paragraph of chapter 2.3 of Part II above, columns 0360 to 0400 shall be reported for all consolidated entities which contribute to the consolidated own funds.
Own funds brought to an entity by the rest of entities included within the scope of the reporting entity shall not to be taken into account, only the net contribution to the group own funds shall be reported in this column (mainly the own funds raised from third parties and accumulated reserves). 
The information reported in the following columns shall be in accordance with the solvency rules applicable to the reporting institution.",411
0300-0350,"QUALIFYING OWN FUNDS INCLUDED IN CONSOLIDATED OWN FUNDS
The amount to be reported as “QUALIFYING OWN FUNDS INCLUDED IN CONSOLIDATED OWN FUNDS” shall be the amount as derived from Title II of Part Two CRR, excluding any fund brought in by other group entities.",412
0300,"QUALIFYING OWN FUNDS INCLUDED IN CONSOLIDATED OWN FUNDS
Article 87 CRR",413
0310,"QUALIFYING TIER 1 INSTRUMENTS INCLUDED IN CONSOLIDATED TIER 1 CAPITAL
Article 85 CRR",414
0320,"MINORITY INTERESTS INCLUDED IN CONSOLIDATED COMMON
EQUITY TIER 1 CAPITAL
Article 84 CRR
The amount to be reported shall the amount of minority interests of a subsidiary that is included in consolidated CET1 in accordance with the CRR.",415
0330,"QUALIFYING TIER 1 INSTRUMENTS INCLUDED IN CONSOLIDATED ADDITIONAL TIER 1 CAPITAL
Article 86 CRR
The amount to be reported shall the amount of qualifying T1 capital of a subsidiary that is included in consolidated AT1 in accordance with the CRR.",416
0340,"QUALIFYING OWN FUNDS INSTRUMENTS INCLUDED IN
CONSOLIDATED TIER 2 CAPITAL
Article 88 CRR
The amount to be reported shall the amount of qualifying own funds of a subsidiary that is included in consolidated T2 in accordance with the CRR.",417
0350,MEMORANDUM ITEM: GOODWILL (-) / (+) NEGATIVE GOODWILL,418
0360-0400,"CONSOLIDATED OWN FUNDS
Article 18 CRR
The amount to be reported as “CONSOLIDATED OWN FUNDS” shall be the amount as derived from the balance sheet, excluding any fund brought in by other group entities.",419
0360,CONSOLIDATED OWN FUNDS,420
0370,OF WHICH: COMMON EQUITY TIER 1,421
0380,OF WHICH: ADDITIONAL TIER 1,422
0390,"OF WHICH: CONRIBUTIONS TO CONSOLIDATED RESULT
The contribution of each entity to the consolidated result (profit or loss (-)) shall be reported. That includes the results attributable to minority interests.",423
